"Id","region","mortality_rate","O3","PM10","PM25","NO2","T2M"
10515,"North West",1.51,57.049,8.88,2.689,6.821,282.684
11105,"East Midlands",1.531,74.731,20.886,15.696,10.723,290.137
9908,"North East",1.624,41.14,14.841,7.543,9.987,272.782
10447,"North West",1.239,68.248,18.703,14.014,5.869,288.951
16556,"North East",1.691,78.287,4.027,2.499,4.658,282.59
11947,"East of England",1.016,46.694,11.696,5.266,8.355,285.343
8119,"West Midlands",1.23,39.396,11.741,3.762,12.758,280.587
16987,"North West",1.242,51.177,6.786,4.536,4.653,285.675
9964,"North East",1.624,66.594,10.932,4.172,5.176,278.509
13953,"Yorkshire and The Humber",1.494,42.075,28.442,18.839,16.633,282.702
7073,"North West",1.431,70.033,6.062,2.652,4.399,283.594
17862,"East Midlands",1.16,38.815,7.134,4.547,17.441,276.541
14161,"Yorkshire and The Humber",1.38,53.038,6.36,3.109,4.227,280.475
12409,"London",1.315,3.772,36.91,23.473,44.059,276.865
14042,"Yorkshire and The Humber",1.267,47.313,8.984,4.88,7.94,287.514
9826,"South West",1.569,49.105,7.574,3.274,4.563,281.765
7176,"North West",1.116,43.877,7.847,2.604,2.96,285.921
13801,"North West",1.219,58.243,16.987,9.55,7.874,286.764
14555,"East Midlands",1.278,10.48,37.392,28.688,29.39,280.415
8256,"West Midlands",1.284,28.517,13.534,4.06,9.126,289.475
9454,"South East",1.095,54.585,8.754,2.779,5.588,282.537
10331,"North West",1.396,61.756,9.945,2.838,6.593,278.471
18337,"East of England",1.1,33.956,44.483,35.898,26.279,282.581
16752,"North East",1.537,56.336,5.584,3.173,6.466,281.163
9633,"South West",1.378,62.067,11.949,4.129,6.668,285.927
11546,"West Midlands",1.042,44.584,11.029,4.209,6.236,287.897
15594,"London",0.89,35.27,10.991,7.122,20.428,287.973
12793,"South West",1.787,38.525,12.468,4.963,13.514,279.68
15240,"East of England",1.177,65.714,26.106,17.013,18.383,292.391
11510,"West Midlands",0.988,44.847,11.629,4.402,6.54,289.387
15666,"London",0.756,14.087,16.578,9.561,32.947,277.707
9607,"South West",1.263,62.112,6.736,2.271,4.624,281.563
17940,"West Midlands",1.542,51.081,9.122,4.529,9.156,277.525
8689,"East of England",1.478,30.031,8.06,3.897,15.703,285.518
17006,"North West",1.172,49.452,9.226,4.17,5.376,287.73
10377,"North West",1.311,60.237,14.503,8.411,5.861,287.401
10341,"North West",1.353,58.994,9.333,4.562,6.673,281.456
7613,"Yorkshire and The Humber",1.512,19.567,13.122,7.79,17.352,277.48
16286,"South West",0.943,50.235,8.846,3.275,2.148,288.263
7013,"North West",1.646,25.64,37.271,23.001,18.34,279.877
11544,"West Midlands",1.204,49.639,10.476,5.309,5.404,288.535
9234,"South East",0.895,67.759,19.642,9.847,10.739,283.086
14760,"West Midlands",1.212,58.033,6.734,2.919,3.743,284.372
15348,"London",0.939,25.628,15.992,9.948,34.656,277.345
13966,"Yorkshire and The Humber",0.964,63.683,9.307,5.147,6.563,287.123
16307,"South West",1.019,55.65,7.214,4.07,2.514,287.91
11370,"West Midlands",1.491,25.194,17.095,9.057,23.861,278.055
8334,"West Midlands",1.176,30.556,12.622,4.986,9.197,286.521
11972,"East of England",1.343,41.717,11.52,5.453,11.211,281.698
7050,"North West",1.346,62.602,15.753,11.854,10.531,284.297
13827,"North West",1.12,45.264,13.956,7.414,11.07,284.304
18160,"West Midlands",1.099,41.417,9.511,5.911,10.893,283.05
7964,"East Midlands",1.185,27.717,11.637,6.448,18.118,285.011
9470,"South East",1.225,11.828,17.851,6.949,32.746,277.772
6902,"North East",1.631,27.562,7.72,5.072,8.182,276.932
12439,"South East",1.527,44.743,9.681,4.722,14.668,276.166
16722,"North East",1.23,29.874,13.303,9.157,9.398,283.393
15859,"South East",1.19,47.391,9.747,4.466,5.241,289.442
18050,"West Midlands",1.117,62.63,5.577,2.421,2.899,285.128
17263,"Yorkshire and The Humber",1.26,69.112,6.75,3.356,5.634,277.006
15602,"London",0.792,38.747,30.885,21.447,38.269,292.027
14968,"East of England",1.518,21.105,21.035,13.27,26.391,272.502
10692,"Yorkshire and The Humber",1.18,68.621,25.512,19.094,11.715,281.861
9503,"South West",2.066,34.77,8.062,3.674,6.194,280.031
17687,"East Midlands",1.138,59.149,8.996,5.291,8.256,284.637
12569,"South East",1.108,49.764,10.682,5.52,10.923,287.206
15633,"London",0.609,46.984,16.63,7.62,16.749,288.019
13067,"South West",1.216,54.827,11.813,3.28,5.478,283.464
14561,"East Midlands",0.948,13.352,23.637,17.263,28.742,282.6
17452,"Yorkshire and The Humber",1.279,24.796,17.095,13.356,19.006,281.263
9446,"South East",1.26,44.162,8.457,2.911,6.606,283.581
13992,"Yorkshire and The Humber",1.248,83.245,12.048,6.074,4.2,282.316
16240,"South West",1.264,54.427,9.184,4.714,2.796,286.743
12403,"London",1.129,25.826,12.042,7.552,23.863,272.223
18082,"West Midlands",1.152,45.21,4.755,2.741,4.182,285.238
9811,"South West",1.378,49.475,8.146,2.173,3.162,283.825
16060,"South East",1.364,50.296,9.09,5.027,6.292,284.183
17344,"Yorkshire and The Humber",1.467,52.66,10.898,9.054,12.048,289.921
11505,"West Midlands",0.952,38.22,15.887,4.323,7.762,292.735
17496,"Yorkshire and The Humber",1.486,46.02,5.444,3.502,10.197,275.954
11348,"West Midlands",1.581,53.71,8.329,2.983,8.593,278.113
13436,"North East",1.271,50.104,18.649,11.693,8.952,285.772
7955,"East Midlands",1.342,29.696,10.73,4.707,16.781,281.971
12901,"South West",0.95,46.985,16.527,10.248,12.697,283.162
9852,"South West",1.894,29.989,10.563,4.966,13.904,276.206
7579,"Yorkshire and The Humber",1.627,19.734,10.371,5.122,14.581,284.954
8212,"West Midlands",1.447,78.86,20.642,8.495,7.998,294.702
11102,"East Midlands",0.976,47.124,18.821,9.445,14.221,284.366
14586,"East Midlands",1.322,27.872,9.922,6.309,13.891,274.442
17656,"East Midlands",1.379,69.186,7.3,4.683,8.372,282.032
14858,"West Midlands",1.123,32.5,13.051,6.817,11.48,286.424
15242,"East of England",0.938,53.698,14.966,7.3,7.12,289.421
10052,"North East",1.044,54.453,6.552,1.601,3.354,286.992
9265,"South East",1.19,57.468,15.343,4.765,9.853,286.112
17155,"North West",1.863,62.416,4.644,2.56,5.043,280.339
8963,"London",0.667,38.1,11.781,4.047,11.604,290.868
10880,"Yorkshire and The Humber",1.522,47.057,10.262,5.033,11.834,282.939
7618,"Yorkshire and The Humber",1.398,50.082,8.071,2.633,6.059,282.594
11292,"East Midlands",1.154,28.049,12.122,6.098,23.2,271.751
8118,"West Midlands",1.067,51.994,8.453,3.445,9.842,276.429
8428,"East of England",1.617,24.56,15.307,7.631,15.129,273.903
15975,"South East",1.075,40.533,10.279,4.736,6.684,284.836
14661,"West Midlands",1.337,52.536,26.697,19.669,14.564,275.978
9705,"South West",1.11,45.607,7.628,2.847,3.488,289.019
7890,"East Midlands",0.895,33.215,12.288,5.302,12.016,289.092
15446,"London",0.865,77.976,26.622,15.584,14.69,285.521
12366,"London",0.62,23.776,22.358,15.888,23.726,278.205
13738,"North West",1.105,52.077,9.334,5.476,3.732,288.605
11708,"East of England",1.36,40.579,14.173,5.44,14.261,276.86
17374,"Yorkshire and The Humber",0.79,42.62,9.702,6.563,11.109,287.643
9726,"South West",1.358,46.239,10.593,2.582,4.451,289.31
14495,"East Midlands",1.344,38.425,8.107,3.523,6.127,285.577
9628,"South West",1.091,71.301,8.681,2.352,2.374,284.357
8227,"West Midlands",1.321,38.053,8.795,3.781,6.97,287.838
17393,"Yorkshire and The Humber",1.223,44.513,8.828,5.606,10.193,287.417
17789,"East Midlands",0.963,41.176,7.858,4.836,12.048,282.155
9402,"South East",1.237,36.709,8.313,2.899,10.007,285.357
11189,"East Midlands",1.109,48.364,10.684,5.613,9.294,286.752
10817,"Yorkshire and The Humber",1.18,32.704,8.901,3.587,8.185,291.008
13493,"North East",1.271,43.016,6.099,2.639,4.22,276.228
15338,"London",1.17,42.024,9.732,5.039,15.883,278.811
6917,"North East",1.514,37.184,11.638,3.466,9.921,274.811
17335,"Yorkshire and The Humber",1.354,42.518,12.448,10.339,13.719,288.143
11346,"West Midlands",1.635,44.61,8.375,3.631,9.165,272.756
18295,"East of England",1.371,44.407,21.384,18.381,16.11,272.71
8545,"East of England",1.461,73.193,16.707,7.268,10.073,288.471
12002,"East of England",1.171,23.594,17.99,11.378,19.221,280.322
14868,"West Midlands",0.713,56.196,11.015,7.112,5.946,288.336
13190,"North East",1.348,25.341,17.233,13.777,18.013,274.999
18009,"West Midlands",1.187,72.292,6.666,4.35,7.937,278.611
8944,"London",0.718,47.257,18.525,7.923,18.934,293
16153,"South West",1.377,70.371,9.496,4.395,3.888,282.4
17454,"Yorkshire and The Humber",1.072,23.767,20.712,14.501,13.673,284.21
15629,"London",0.658,30.486,10.496,6.649,21.209,283.797
9174,"South East",1.343,16.663,17.036,9.744,29.03,281.022
15692,"London",0.951,43.405,14.236,7.385,16.753,280.729
8399,"East of England",1.999,13.312,28.874,10.139,19.348,273.191
6599,"North East",1.592,10.16,20.876,10.869,25.33,276.937
10538,"North West",1.339,38.18,7.621,3.74,12.865,277.73
16318,"South West",1.038,40.717,11.302,6.308,7.256,286.606
16258,"South West",1.264,46.073,7.116,2.734,1.53,287.405
6736,"North East",1.243,54.891,10.334,3.072,3.901,285.768
9172,"South East",1.578,29.297,15.477,5.453,19.713,279.709
8097,"West Midlands",1.284,64.334,6.708,1.954,2.884,277.294
16898,"North West",1.496,63.103,6.898,4.813,9.268,278.266
8953,"London",0.68,42.755,6.421,2.509,8.587,290.904
13780,"North West",1.205,61.09,20.675,11.749,10.186,289.579
15871,"South East",1.075,41.887,11.519,6.419,4.479,290.424
10706,"Yorkshire and The Humber",1.332,62.365,11.068,5.52,6.56,281.213
14926,"West Midlands",1.141,20.181,15.793,11.399,22.279,282.148
14430,"East Midlands",1.168,48.545,9.362,5.222,6.92,288.636
9675,"South West",1.071,50.268,12.33,2.706,3.443,289.809
13051,"South West",1.064,53.015,6.096,2.062,5.887,286.653
16827,"North West",1.383,38.794,12.353,5.164,11.776,275.239
10963,"East Midlands",1.753,6.406,34.996,19.41,35.702,273.057
8215,"West Midlands",1.122,46.438,13.036,4.02,5.707,289.904
11392,"West Midlands",1.419,62.48,31.891,20.108,12.698,283.502
6872,"North East",1.087,24.936,16.074,6.345,15.394,284.738
15768,"South East",1.317,36.233,19.846,14.129,20.376,279.532
13917,"Yorkshire and The Humber",1.645,35.399,16.905,7.041,19.598,277.591
13195,"North East",1.387,64.047,11.883,5.612,3.566,280.867
15883,"South East",0.925,54.374,9.172,4.314,4.335,287.932
18120,"West Midlands",1.028,43.788,9.414,6.309,7.943,292.552
14011,"Yorkshire and The Humber",1.154,63.61,11.76,8.947,7.17,285.935
7784,"East Midlands",1.141,48.316,18.238,8.821,15.143,283.351
11710,"East of England",1.378,42.215,11.55,4.599,13.274,273.56
12333,"London",0.831,23.57,19.173,12.252,27.403,283.824
7449,"Yorkshire and The Humber",1.359,46.961,14.066,7.402,10.457,289.193
8195,"West Midlands",1.013,57.129,11.217,3.039,5.094,288.271
18182,"West Midlands",0.975,20.294,13.758,8.262,20.473,282.869
15125,"East of England",1.177,53.635,7.827,4.734,7.381,286.511
11702,"East of England",1.929,19.678,18.81,8.877,23.13,278.918
16685,"North East",1.191,54.573,5.495,3.379,2.376,285.526
10553,"North West",1.624,26.747,14.634,9.444,17.992,271.161
18372,"East of England",1.507,81.604,8.703,5.594,7.349,283.427
17112,"North West",1.143,18.271,23.83,20.904,23.035,278.566
15916,"South East",1.133,49.936,11.163,4.891,5.813,288.425
11107,"East Midlands",1.22,62.145,20.436,13.492,11.266,289.186
8699,"East of England",1.408,11.945,24.828,9.718,20.692,286.505
8160,"West Midlands",1.212,56.237,12.46,4.944,10.017,284.238
11581,"West Midlands",1.15,47.911,6.851,3.086,8.627,286.672
18206,"West Midlands",0.975,41.326,8.559,5.237,10.973,281.642
14219,"Yorkshire and The Humber",1.588,24.781,9.909,6.48,16.519,275.262
14517,"East Midlands",1.014,31.108,9.992,7.228,6.12,289.176
12052,"London",1.141,24.792,14.563,10.833,34.428,269.622
10754,"Yorkshire and The Humber",1.58,48.833,16.096,8.544,8.649,286.355
10367,"North West",1.254,51.605,8.716,2.582,4.993,282.058
9834,"South West",1.186,36.613,9.761,4.499,11.616,281.03
11826,"East of England",1.05,68.828,12.058,4.605,4.25,284.682
9986,"North East",1.314,55.235,9.713,4.44,6.416,278.161
17650,"East Midlands",1.445,69.356,8.442,5.279,8.477,279.236
6948,"North West",1.832,27.75,7.224,3.701,10.985,277.524
7375,"Yorkshire and The Humber",1.359,45.361,13.852,7.248,18.136,280.675
17298,"Yorkshire and The Humber",1.317,75.131,12.123,7.121,5.448,282.671
16090,"South West",1.396,48.49,13.146,9.294,9.868,273.577
18122,"West Midlands",1.258,42.134,6.683,4.315,8.009,290.203
14377,"East Midlands",1.102,65.914,8.266,2.906,3.348,286.58
13312,"North East",1.117,54.231,8.451,5.291,6.139,286.312
9046,"London",0.781,7.697,27.656,12.823,44.377,283.263
9966,"North East",1.778,62.829,8.96,3.233,5.351,278.26
14574,"East Midlands",1.278,43.599,7.749,3.787,7.772,275.988
18195,"West Midlands",1.028,43.84,4.933,3.253,9.905,277.029
7168,"North West",1.174,44.909,7.213,2.56,2.676,286.503
18213,"West Midlands",1.241,52.508,8.091,4.742,8.832,281.118
14601,"West Midlands",1.64,39.742,14.226,12.649,11.754,277.393
17863,"East Midlands",1.27,37.318,7.294,5.389,19.791,274.13
9765,"South West",1.282,39.808,9.613,2.924,6.648,285.863
8351,"West Midlands",1.122,44.522,6.037,2.536,4.954,281.817
17615,"East Midlands",1.292,56.162,13.964,8.82,14.495,280.327
15534,"London",0.817,44.051,9.342,6.792,15.095,287.486
8018,"East Midlands",1.364,23.647,13.71,6.879,26.337,270.236
16887,"North West",1.454,70.225,7.911,5.403,8.577,277.64
14455,"East Midlands",0.771,41.441,7.751,3.903,6.638,287.768
11052,"East Midlands",1.109,69.471,22.062,13.391,9.203,281.473
16760,"North East",1.345,34.691,9.034,6.858,10.853,272.994
9129,"South East",2.002,9.109,28.319,11.303,24.171,271.551
11029,"East Midlands",1.22,49.137,12.619,6.034,11.683,283.455
17170,"Yorkshire and The Humber",1.147,31.044,10.694,5.708,15.514,276.036
16496,"North East",1.23,61.464,8.344,5.331,2.719,281.599
8683,"East of England",1.426,25.427,18.783,9.092,21.409,284.145
10561,"North West",1.538,26.397,16.009,10.071,27.982,267.673
15992,"South East",1.086,48.876,15.999,9.067,10.538,288.008
16750,"North East",1.383,54.097,8.83,4.909,7.044,283.098
15012,"East of England",1.331,44.38,18.603,8.16,14.939,278.774
17219,"Yorkshire and The Humber",1.411,31.279,28.733,23.242,25.503,279.831
11715,"East of England",1.274,30.182,19.612,11.469,22.947,279.072
8014,"East Midlands",1.364,8.518,26.441,13.025,34.002,275.754
9466,"South East",1.319,50.736,10.562,2.64,6.261,281.469
9567,"South West",1.607,28.184,42.398,22.192,18.281,281.843
18367,"East of England",1.422,63.919,8.768,7.112,11.764,280.641
16326,"South West",1.283,50.238,17.886,10.667,4.71,287.101
15053,"East of England",1.041,47.995,36.041,28.868,21.32,282.296
8271,"West Midlands",0.868,39.854,7.842,1.922,4.133,286.297
11320,"West Midlands",1.833,22.282,10.363,6.942,20.538,271.881
11893,"East of England",1.016,37.883,11.759,6.182,7.642,290.115
7674,"East Midlands",2.057,11.238,24.847,12.352,38.601,271.655
18325,"East of England",1.287,44.397,14.548,10.059,11.233,284.089
13685,"North West",1.12,51.612,9.173,5.006,4.365,285.477
8371,"West Midlands",1.357,51.695,9.296,2.36,4.867,280.028
8460,"East of England",1.13,30.353,18.321,6.175,25.114,276.98
8045,"West Midlands",1.845,36.237,12.003,4.967,6.56,279.003
9156,"South East",1.331,18.194,30.415,12.249,14.732,277.108
8415,"East of England",1.565,25.9,9.738,4.334,15.737,275.644
10938,"Yorkshire and The Humber",1.713,26.279,18.2,9.307,17.179,267.663
10905,"Yorkshire and The Humber",1.237,13.107,19.41,10.46,29.072,276.217
9506,"South West",2.085,37.432,7.949,3.106,4.317,281.472
7429,"Yorkshire and The Humber",1.532,54.153,8.977,3.061,8.142,282.121
11499,"West Midlands",1.024,51.653,15.668,2.52,3.866,290.054
17717,"East Midlands",0.963,41.49,5.191,3.508,10.001,287.123
18383,"East of England",1.016,60.726,13.033,10.414,11.198,282.221
15383,"London",0.695,3.97,40.917,28.534,41.019,278.017
12629,"South East",0.968,41.419,14.163,3.814,7.778,290.951
10104,"North East",1.005,78.652,18.251,11.161,4.643,287.98
18189,"West Midlands",0.922,47.707,9.565,5.133,12.131,278.331
12655,"South East",1.201,47.698,22.362,16.061,19.591,288.365
10373,"North West",1.282,57.026,14.328,8.753,10.997,286.803
15929,"South East",0.774,37.176,11.997,7.314,10.794,290.561
18034,"West Midlands",1.081,57.227,31.071,26.492,14.317,292.443
11662,"West Midlands",1.599,10.152,21.033,9.364,35.024,271.968
9210,"South East",1.507,52.219,10.285,3.123,9.184,281.014
7269,"North West",1.503,32.919,8.15,3.826,7.344,275.954
14969,"East of England",1.893,24.477,20.384,15.897,21.682,274.911
7074,"North West",1.288,61.384,8.891,3.441,5.241,283.408
11830,"East of England",0.999,62.219,9.534,5.487,5.493,286.968
13793,"North West",1.091,29.156,20.639,15.829,20.114,283.739
14674,"West Midlands",1.284,28.184,32.11,22.266,21.942,281.981
11877,"East of England",0.878,60.768,10.247,4.295,6.273,290.745
11670,"West Midlands",1.455,7.184,30.942,12.683,41.09,269.665
13430,"North East",1.271,59.265,6.535,2.944,2.24,282.929
16527,"North East",1.383,62.705,5.347,4.316,7.61,279.293
8340,"West Midlands",1.302,30.367,10.091,5.604,12.699,280.638
13765,"North West",1.233,42.477,5.925,2.706,4.126,284.16
17662,"East Midlands",1.27,66.612,21.505,18.295,10.601,284.288
17398,"Yorkshire and The Humber",1.147,50.108,8.699,4.82,7.909,288.22
13275,"North East",1.387,69.786,8.109,6.243,1.415,281.842
13461,"North East",1.926,29.701,21.862,14.68,17.398,282.338
12288,"London",0.732,34.913,17.337,10.109,29.252,286.213
12807,"South West",1.559,48.76,12.03,4.02,7.79,277.037
7845,"East Midlands",0.85,70.303,19.132,11.238,6.812,292.754
13669,"North West",1.431,56.057,7.648,3.639,4.003,287.03
17576,"East Midlands",1.489,59.241,9.743,5.943,8.757,282.043
13199,"North East",1.656,54.832,13.41,6.266,6.146,276.527
11677,"West Midlands",1.815,21.365,15.533,5.858,20.6,277.378
12635,"South East",1.084,40.288,10.876,6.521,12.282,287.692
6841,"North East",1.786,44.735,7.022,1.484,2.173,287.204
17933,"West Midlands",1.17,43.203,12.672,8.591,13.18,277.683
17705,"East Midlands",1.095,52.135,6.792,4.052,5.572,288.258
17272,"Yorkshire and The Humber",1.373,74.066,11.072,8.99,10.158,279.535
10510,"North West",1.311,35.962,15.002,8.411,14.603,280.515
16365,"South West",1.434,50.094,10.772,3.968,5.325,285.022
8678,"East of England",1.269,28.074,13.114,4.993,14.943,286.261
13144,"North East",1.887,56.064,5.299,4.226,2.98,276.204
17973,"West Midlands",1.223,31.778,44.845,38.824,25.202,283.991
16266,"South West",1.245,44.987,7.563,4.07,4.176,289.979
15028,"East of England",1.296,65.844,27.151,19.863,7.623,275.615
11884,"East of England",1.102,56.069,12.229,5.033,5.87,289.238
13631,"North West",1.502,70.314,12.118,9.506,9.024,286.414
17205,"Yorkshire and The Humber",1.636,55.085,8.159,4.756,9.778,279.927
15972,"South East",1.156,52.833,14.78,7.296,6.209,289.413
16184,"South West",1.358,77.873,20.877,13.52,7.935,284.861
13175,"North East",1.541,73.106,8.019,3.196,1.649,280.058
11049,"East Midlands",1.265,41.833,24.07,16.907,20.283,282.527
12654,"South East",1.177,44.929,18.734,11.928,18.677,287.585
11575,"West Midlands",1.222,46.936,11.609,4.455,7.222,283.553
15691,"London",0.926,39.146,16.114,8.68,21.288,281.501
17212,"Yorkshire and The Humber",1.58,58.213,8.807,5.423,7.014,280.544
16717,"North East",1.383,35.297,6.93,5.083,14.691,283.183
17575,"East Midlands",1.357,54.495,10.752,5.628,10.542,281.372
15154,"East of England",1.194,54.001,10.237,5.585,6.464,288.079
17692,"East Midlands",1.248,60.771,7.198,4.533,7.068,286.994
6889,"North East",1.398,38.89,7.658,3.125,6.156,280.529
6925,"North East",1.864,41.578,9.8,4.995,7.857,272.514
18386,"East of England",1.32,44.464,4.992,3.808,8.269,288.647
17385,"Yorkshire and The Humber",1.279,60.012,14.889,11.804,11.413,290.966
9794,"South West",1.263,45.679,11.446,3.401,5.895,287.361
17904,"West Midlands",1.152,19.636,22.273,16.857,27.566,273.39
9358,"South East",0.907,41.321,9.407,3.35,5.23,288.885
13108,"South West",1.54,19.579,20.024,13.16,24.725,273.33
15466,"London",0.719,52.019,16.568,8.485,14.638,288.129
13968,"Yorkshire and The Humber",1.248,68.047,16.277,9.203,8.175,284.169
16469,"North East",1.768,58.72,7.887,4.546,4.378,276.806
7881,"East Midlands",1.029,35.044,10.82,3.115,9.257,291.664
7633,"Yorkshire and The Humber",1.244,37.438,5.656,2.277,6.48,278.684
8243,"West Midlands",1.067,40.311,10.066,3.28,5.206,288.361
12891,"South West",1.521,72.41,13.918,5.466,5.522,284.44
9508,"South West",2.2,46.851,10.328,2.726,2.364,278.908
17757,"East Midlands",1.095,36.714,10.48,6.615,12.899,289.455
11242,"East Midlands",1.22,37.295,11.634,6.097,14.314,280.711
13071,"South West",1.426,55.239,7.106,2.307,5.533,282.985
17342,"Yorkshire and The Humber",1.185,33.765,6.979,5.21,12.593,288.215
8582,"East of England",1.13,46.138,7.621,2.767,5.452,289.389
10852,"Yorkshire and The Humber",1.085,59.461,10.188,3.631,5.249,282.994
10856,"Yorkshire and The Humber",1.294,32.881,23.385,15.104,17.344,285.976
8053,"West Midlands",1.7,39.276,6.654,2.849,6.56,276.685
12864,"South West",1.14,72.024,8.431,2.965,3.653,280.082
14646,"West Midlands",1.212,44.36,11.183,6.233,11.845,276.848
16819,"North West",1.059,23.107,10.508,8.568,16.642,274.601
13906,"Yorkshire and The Humber",1.343,62.266,4.121,3.66,8.031,280.407
17444,"Yorkshire and The Humber",1.091,33.569,8.862,6.598,16.962,278.98
7607,"Yorkshire and The Humber",1.321,32.982,6.455,3.406,11.975,281.094
15794,"South East",1.052,54.209,23.968,13.915,20.136,285.129
7113,"North West",1.374,58.29,14.437,9.847,7.28,290.512
16269,"South West",1.226,61.553,14.994,10.053,5.995,291.323
10046,"North East",1.198,39.118,9.771,1.984,3.94,291.215
12437,"South East",1.329,19.012,42.641,26.631,31.94,274.833
8949,"London",0.755,31.474,12.69,5.998,16.491,288.866
11339,"West Midlands",1.347,34.203,11.336,5.903,11.222,276.077
10525,"North West",1.453,34.094,15.323,7.302,14.43,280.952
11158,"East Midlands",0.865,29.987,13.276,4.983,11.087,290.105
6768,"North East",1.32,59.57,4.96,2.02,2.925,286.153
15876,"South East",1.04,49.236,8.529,5.048,8.365,287.853
10992,"East Midlands",0.932,38.777,9.095,5.104,14.561,274.014
17000,"North West",1.186,51.18,10,6.556,5.241,287.852
6946,"North West",1.804,43.761,18.48,6.327,2.998,280.311
13562,"North West",1.417,69.152,7.462,3.371,5.272,279.366
11462,"West Midlands",1.096,56.274,11.441,5.209,7.876,283.573
8465,"East of England",1.443,26.296,17.937,6.775,23.428,279.47
16232,"South West",1.17,61.831,12.314,4.941,2.091,287.269
10336,"North West",1.581,65.674,13.095,5.35,7.922,283.919
10615,"Yorkshire and The Humber",1.522,50.35,7.229,3.329,7.109,272.378
12237,"London",0.881,47.606,13.531,8.129,16.066,294.062
18311,"East of England",1.642,44.775,15.419,10.184,14.856,279.057
9920,"North East",1.353,51.372,15.407,4.573,10.514,275.232
7870,"East Midlands",1.252,37.607,6.56,3.029,6.584,287.842
14036,"Yorkshire and The Humber",1.248,44.238,10.665,7.384,9.502,288.39
17824,"East Midlands",1.314,48.159,7.175,3.888,9.98,277.978
8511,"East of England",1.148,51.784,15.731,5.725,13.941,283.97
16082,"South West",1.528,27.476,22.866,14.483,23.878,275.444
12675,"South East",1.131,51.533,24.932,14.385,17.379,289.47
17494,"Yorkshire and The Humber",1.185,38.954,8.716,5.256,15.491,272.705
8176,"West Midlands",0.977,56.315,8.265,1.977,4.135,284.717
13178,"North East",1.618,66.857,4.978,3.222,2.745,278.987
10405,"North West",0.997,53.591,14.511,3.165,3.545,288.554
11998,"East of England",1.154,20.578,11.61,6.811,22.41,279.553
6819,"North East",0.815,53.849,7.679,1.735,2.58,285.901
16070,"South West",2.113,60.64,7.928,2.703,3.644,280.476
12971,"South West",1.178,63.224,10.662,2.015,2.009,289.326
9239,"South East",1.26,64.599,26.21,11.41,13.383,286.208
12488,"South East",1.236,53.687,18.271,7.048,12.163,283.352
17216,"Yorkshire and The Humber",1.655,48.385,11.329,7.962,10.196,283.373
10487,"North West",1.14,56.551,9.22,1.894,6.292,282.928
10062,"North East",1.16,34.818,10.715,2.758,4.049,288.78
15722,"South East",0.994,50.017,11.89,7.9,11.736,274.601
16199,"South West",1.075,65.609,12.795,4.039,3.221,285.057
17004,"North West",1.256,40.408,6.364,4.643,11.166,286.238
8185,"West Midlands",1.158,62.171,16.609,8.491,13.379,286.066
15273,"East of England",1.126,37.907,8.898,5.887,13.875,285.753
8994,"London",0.806,27.59,11.262,5.577,21.105,289.269
16352,"South West",1.264,48.203,8.539,3.293,4.437,282.01
13808,"North West",1.573,52.577,12.987,5.239,7.217,285.428
11327,"West Midlands",1.689,10.92,33.716,24.833,33.459,272.326
8725,"East of England",1.113,39.485,7.307,3.411,10.807,281.077
11932,"East of England",1.033,32.784,17.512,10.634,16.197,288.843
14789,"West Midlands",1.177,50.755,6.958,3.23,4.769,286.432
14905,"West Midlands",1.105,41.97,11.621,4.808,10.109,283.744
10001,"North East",1.469,53.347,12.002,5.681,9.018,282.038
8130,"West Midlands",1.411,51.349,11.281,4.459,8.402,282.365
10776,"Yorkshire and The Humber",1.294,34.937,15.203,5.505,8.29,293.151
7476,"Yorkshire and The Humber",1.053,75.484,11.458,5.585,5.411,289.162
11159,"East Midlands",1.154,33.028,13.034,7.444,10.18,289.445
16363,"South West",1.453,59.073,14.47,5.449,4.3,287.382
9093,"London",0.894,37.867,7.349,3.57,10.554,280.672
17785,"East Midlands",0.985,44.09,7.513,3.641,8.042,284.254
11351,"West Midlands",1.437,29.76,15.536,8.484,18.445,278.076
7475,"Yorkshire and The Humber",1.091,61.603,10.81,4.985,7.691,288.359
11336,"West Midlands",1.491,11.31,23.314,13.696,30.925,275.103
7702,"East Midlands",1.588,18.094,12.385,8.355,24.578,273.245
17046,"North West",1.186,58.586,4.805,2.595,3.86,283.237
8981,"London",0.655,48.221,20.651,9.329,25.258,292.056
13456,"North East",1.425,29.825,12.572,8.835,15.858,282.938
15329,"East of England",1.348,43.224,11.517,5.426,12.558,278.033
8443,"East of England",1.408,35.994,13.108,5.023,15.165,280.496
7774,"East Midlands",0.917,67.041,13.143,6.801,6.358,280.656
7100,"North West",1.317,55.558,11.566,3.093,4.56,286.849
13902,"Yorkshire and The Humber",1.437,44.083,14.672,7.613,11.181,278.363
8907,"London",0.743,35.609,10.593,4.078,17.635,284.779
17535,"East Midlands",1.27,46.148,9.211,4.85,11.352,280.893
15644,"London",0.804,5.573,26.87,21.014,36.576,284.291
15287,"East of England",0.938,33.28,18.378,9.659,16.103,284.204
8961,"London",0.73,35.991,8.496,4.398,13.834,289.358
18012,"West Midlands",1.01,58.487,20.786,17.83,15.661,284.455
11098,"East Midlands",1.309,52.497,11.05,4.833,9.444,285.188
15381,"London",0.768,10.978,33.832,18.122,31.55,277.791
